발주번호,발주유형,SKU ID,SKU 이름,SKU Barcode,물류센터,입고예정일,발주일,발주수량,확정수량,입고수량,매입유형,면세여부,생산연도,제조일자,유통기한,매입가,공급가,부가세,총발주 매입금,입고금액
19351878,일반,11492986,말랑하니 오가닉속싸개_엘라스틴_그레이도트M,R004467000001,고양1,2020-09-09,2020-09-04 12:14:14,8,8,0,직매입,N,,,,13900,12636,1264,111200,0
19351878,일반,11492985,말랑하니 오가닉속싸개_엘라스틴_캐럿핑크S,R004467000006,고양1,2020-09-09,2020-09-04 12:14:14,22,22,0,직매입,N,,,,13900,12636,1264,305800,0
19351860,일반,12245896,말랑하니 오가닉속싸개_엘라스틴_캐럿핑크L,R005352270002,덕평1,2020-09-09,2020-09-04 12:14:13,4,4,0,직매입,N,,,,16900,15364,1536,67600,0
19351860,일반,11492990,말랑하니 오가닉스와들스트랩_엘라스틴_캐럿핑크,R004467000007,덕평1,2020-09-09,2020-09-04 12:14:13,4,4,0,직매입,N,,,,13900,12636,1264,55600,0
19351860,일반,11492989,말랑하니 오가닉스와들스트랩_엘라스틴_그레이도트,R004467000005,덕평1,2020-09-09,2020-09-04 12:14:13,12,12,0,직매입,N,,,,13900,12636,1264,166800,0
19346417,일반,8155480,말랑하니 디데이달력 ver.5칸_하늘그레이,R001627180004,인천4,2020-09-09,2020-09-04 08:42:42,10,10,0,직매입,N,,,,6000,5455,545,60000,0
19346417,일반,10451944,말랑하니 속싸개 메쉬 캐럿베이지 M,R003451180015,인천4,2020-09-09,2020-09-04 08:42:42,50,50,0,직매입,N,,,,13500,12273,1227,675000,0
19346417,일반,8155479,말랑하니 디데이달력 ver.5칸_핑크그레이,R001627180003,인천4,2020-09-09,2020-09-04 08:42:42,10,10,0,직매입,N,,,,6000,5455,545,60000,0
19346417,일반,10451899,말랑하니 속싸개 오리지널 베이지 S,R003451180008,인천4,2020-09-09,2020-09-04 08:42:42,4,4,0,직매입,N,,,,13500,12273,1227,54000,0
19346417,일반,10451943,말랑하니 속싸개 메쉬 블루도트 M,R003451180017,인천4,2020-09-09,2020-09-04 08:42:42,50,50,0,직매입,N,,,,13500,12273,1227,675000,0
19346417,일반,10451950,말랑하니 속싸개 메쉬 캐럿베이지 S,R003451180014,인천4,2020-09-09,2020-09-04 08:42:42,6,6,0,직매입,N,,,,13500,12273,1227,81000,0
19346417,일반,10451895,말랑하니 스와들스트랩 오가닉코튼(베이지),R003451180005,인천4,2020-09-09,2020-09-04 08:42:42,16,16,0,직매입,N,,,,13500,12273,1227,216000,0
19346417,일반,10451949,말랑하니 속싸개 메쉬 블루도트 S,R003451180016,인천4,2020-09-09,2020-09-04 08:42:42,34,34,0,직매입,N,,,,13500,12273,1227,459000,0
19346395,일반,11492987,말랑하니 오가닉속싸개_엘라스틴_캐럿핑크M,R004467000003,고양1,2020-09-09,2020-09-04 08:42:41,20,20,0,직매입,N,,,,13900,12636,1264,278000,0
19346395,일반,11492986,말랑하니 오가닉속싸개_엘라스틴_그레이도트M,R004467000001,고양1,2020-09-09,2020-09-04 08:42:41,8,8,0,직매입,N,,,,13900,12636,1264,111200,0
19346395,일반,11492985,말랑하니 오가닉속싸개_엘라스틴_캐럿핑크S,R004467000006,고양1,2020-09-09,2020-09-04 08:42:41,10,10,0,직매입,N,,,,13900,12636,1264,139000,0
19346395,일반,11492984,말랑하니 오가닉속싸개_엘라스틴_그레이도트S,R004467000004,고양1,2020-09-09,2020-09-04 08:42:41,6,6,0,직매입,N,,,,13900,12636,1264,83400,0
19343476,일반,11763103,루미레브 하이방석 8cm 캐릭터형_공룡커드_카키 + 동화책,R004669850004,호법,2020-09-16,2020-09-04 08:42:18,3,3,0,직매입,N,,,,21000,19091,1909,63000,0
19343288,일반,11763103,루미레브 하이방석 8cm 캐릭터형_공룡커드_카키 + 동화책,R004669850004,마장1,2020-09-16,2020-09-04 08:42:18,9,9,0,직매입,N,,,,21000,19091,1909,189000,0
19343120,일반,11576523,카키블린 워터매트 촉감놀이 유아장난감,R004626700001,고양1,2020-09-09,2020-09-04 08:42:17,50,50,0,직매입,N,,,,7500,6818,682,375000,0
19342994,일반,11230762,말랑하니 뒤집으면 꺼지는 타이머 수유등 취침등 신생아수유등 우드,R004188950001,고양1,2020-09-09,2020-09-04 08:42:16,30,30,0,직매입,N,,,,11900,10818,1082,357000,0
19342811,일반,11267174,말랑하니 뒤집으면 꺼지는 타이머 수유등 취침등 신생아수유등 그레이,R004242410001,대구2,2020-09-09,2020-09-04 08:42:15,30,30,0,직매입,N,,,,11900,10818,1082,357000,0
19342811,일반,11230762,말랑하니 뒤집으면 꺼지는 타이머 수유등 취침등 신생아수유등 우드,R004188950001,대구2,2020-09-09,2020-09-04 08:42:15,30,30,0,직매입,N,,,,11900,10818,1082,357000,0
19342632,일반,10451899,말랑하니 속싸개 오리지널 베이지 S,R003451180008,양산1,2020-09-09,2020-09-04 08:42:15,16,16,0,직매입,N,,,,13500,12273,1227,216000,0
19342632,일반,10451950,말랑하니 속싸개 메쉬 캐럿베이지 S,R003451180014,양산1,2020-09-09,2020-09-04 08:42:15,28,28,0,직매입,N,,,,13500,12273,1227,378000,0
19342632,일반,10451895,말랑하니 스와들스트랩 오가닉코튼(베이지),R003451180005,양산1,2020-09-09,2020-09-04 08:42:15,36,36,0,직매입,N,,,,13500,12273,1227,486000,0
19342632,일반,10451949,말랑하니 속싸개 메쉬 블루도트 S,R003451180016,양산1,2020-09-09,2020-09-04 08:42:15,22,22,0,직매입,N,,,,13500,12273,1227,297000,0
19342501,일반,10451950,말랑하니 속싸개 메쉬 캐럿베이지 S,R003451180014,부천1,2020-09-09,2020-09-04 08:42:14,2,2,0,직매입,N,,,,13500,12273,1227,27000,0
19342340,일반,8155480,말랑하니 디데이달력 ver.5칸_하늘그레이,R001627180004,덕평1,2020-09-09,2020-09-04 08:42:13,10,10,0,직매입,N,,,,6000,5455,545,60000,0
19342340,일반,11492991,말랑하니 오가닉속싸개_메쉬_캐럿베이지L,R004467000002,덕평1,2020-09-09,2020-09-04 08:42:13,8,8,0,직매입,N,,,,13900,12636,1264,111200,0
19342340,일반,11492987,말랑하니 오가닉속싸개_엘라스틴_캐럿핑크M,R004467000003,덕평1,2020-09-09,2020-09-04 08:42:13,14,14,0,직매입,N,,,,13900,12636,1264,194600,0
19342340,일반,11492986,말랑하니 오가닉속싸개_엘라스틴_그레이도트M,R004467000001,덕평1,2020-09-09,2020-09-04 08:42:13,26,26,0,직매입,N,,,,13900,12636,1264,361400,0
19342340,일반,11492989,말랑하니 오가닉스와들스트랩_엘라스틴_그레이도트,R004467000005,덕평1,2020-09-09,2020-09-04 08:42:13,24,24,0,직매입,N,,,,13900,12636,1264,333600,0
19342340,일반,10451944,말랑하니 속싸개 메쉬 캐럿베이지 M,R003451180015,덕평1,2020-09-09,2020-09-04 08:42:13,100,100,0,직매입,N,,,,13500,12273,1227,1350000,0
19342340,일반,8155479,말랑하니 디데이달력 ver.5칸_핑크그레이,R001627180003,덕평1,2020-09-09,2020-09-04 08:42:13,20,20,0,직매입,N,,,,6000,5455,545,120000,0
19342340,일반,10451899,말랑하니 속싸개 오리지널 베이지 S,R003451180008,덕평1,2020-09-09,2020-09-04 08:42:13,8,8,0,직매입,N,,,,13500,12273,1227,108000,0
19342340,일반,10451943,말랑하니 속싸개 메쉬 블루도트 M,R003451180017,덕평1,2020-09-09,2020-09-04 08:42:13,100,100,0,직매입,N,,,,13500,12273,1227,1350000,0
19342340,일반,10451950,말랑하니 속싸개 메쉬 캐럿베이지 S,R003451180014,덕평1,2020-09-09,2020-09-04 08:42:13,14,14,0,직매입,N,,,,13500,12273,1227,189000,0
19342340,일반,11492985,말랑하니 오가닉속싸개_엘라스틴_캐럿핑크S,R004467000006,덕평1,2020-09-09,2020-09-04 08:42:13,24,24,0,직매입,N,,,,13900,12636,1264,333600,0
19342340,일반,10451895,말랑하니 스와들스트랩 오가닉코튼(베이지),R003451180005,덕평1,2020-09-09,2020-09-04 08:42:13,24,24,0,직매입,N,,,,13500,12273,1227,324000,0
19342340,일반,10451949,말랑하니 속싸개 메쉬 블루도트 S,R003451180016,덕평1,2020-09-09,2020-09-04 08:42:13,50,50,0,직매입,N,,,,13500,12273,1227,675000,0
19342340,일반,11492984,말랑하니 오가닉속싸개_엘라스틴_그레이도트S,R004467000004,덕평1,2020-09-09,2020-09-04 08:42:13,18,18,0,직매입,N,,,,13900,12636,1264,250200,0
19342204,일반,11576523,카키블린 워터매트 촉감놀이 유아장난감,R004626700001,대구2,2020-09-09,2020-09-04 08:42:12,100,100,0,직매입,N,,,,7500,6818,682,750000,0
19342128,일반,10451899,말랑하니 속싸개 오리지널 베이지 S,R003451180008,인천1,2020-09-09,2020-09-04 08:42:12,4,4,0,직매입,N,,,,13500,12273,1227,54000,0
19342077,일반,11267174,말랑하니 뒤집으면 꺼지는 타이머 수유등 취침등 신생아수유등 그레이,R004242410001,양산1,2020-09-09,2020-09-04 08:42:12,30,30,0,직매입,N,,,,11900,10818,1082,357000,0
19342077,일반,11230762,말랑하니 뒤집으면 꺼지는 타이머 수유등 취침등 신생아수유등 우드,R004188950001,양산1,2020-09-09,2020-09-04 08:42:12,30,30,0,직매입,N,,,,11900,10818,1082,357000,0
19341888,일반,11492991,말랑하니 오가닉속싸개_메쉬_캐럿베이지L,R004467000002,서울,2020-09-09,2020-09-04 08:42:11,6,6,0,직매입,N,,,,13900,12636,1264,83400,0
19341888,일반,11492987,말랑하니 오가닉속싸개_엘라스틴_캐럿핑크M,R004467000003,서울,2020-09-09,2020-09-04 08:42:11,6,6,0,직매입,N,,,,13900,12636,1264,83400,0
19341888,일반,11492986,말랑하니 오가닉속싸개_엘라스틴_그레이도트M,R004467000001,서울,2020-09-09,2020-09-04 08:42:11,6,6,0,직매입,N,,,,13900,12636,1264,83400,0
19341888,일반,11492989,말랑하니 오가닉스와들스트랩_엘라스틴_그레이도트,R004467000005,서울,2020-09-09,2020-09-04 08:42:11,4,4,0,직매입,N,,,,13900,12636,1264,55600,0
19341888,일반,10451950,말랑하니 속싸개 메쉬 캐럿베이지 S,R003451180014,서울,2020-09-09,2020-09-04 08:42:11,4,4,0,직매입,N,,,,13500,12273,1227,54000,0
19341888,일반,11492985,말랑하니 오가닉속싸개_엘라스틴_캐럿핑크S,R004467000006,서울,2020-09-09,2020-09-04 08:42:11,4,4,0,직매입,N,,,,13900,12636,1264,55600,0
19341888,일반,10451895,말랑하니 스와들스트랩 오가닉코튼(베이지),R003451180005,서울,2020-09-09,2020-09-04 08:42:11,4,4,0,직매입,N,,,,13500,12273,1227,54000,0
19341888,일반,11492984,말랑하니 오가닉속싸개_엘라스틴_그레이도트S,R004467000004,서울,2020-09-09,2020-09-04 08:42:11,4,4,0,직매입,N,,,,13900,12636,1264,55600,0
19341798,일반,11763103,루미레브 하이방석 8cm 캐릭터형_공룡커드_카키 + 동화책,R004669850004,안성4,2020-09-16,2020-09-04 08:42:10,21,21,0,직매입,N,,,,21000,19091,1909,441000,0
19341725,일반,11230762,말랑하니 뒤집으면 꺼지는 타이머 수유등 취침등 신생아수유등 우드,R004188950001,덕평1,2020-09-09,2020-09-04 08:42:10,60,60,0,직매입,N,,,,11900,10818,1082,714000,0
19341697,일반,11230762,말랑하니 뒤집으면 꺼지는 타이머 수유등 취침등 신생아수유등 우드,R004188950001,인천4,2020-09-09,2020-09-04 08:42:10,60,60,0,직매입,N,,,,11900,10818,1082,714000,0
19341602,일반,11492991,말랑하니 오가닉속싸개_메쉬_캐럿베이지L,R004467000002,동탄1,2020-09-09,2020-09-04 08:42:09,20,20,0,직매입,N,,,,13900,12636,1264,278000,0
19341602,일반,11492987,말랑하니 오가닉속싸개_엘라스틴_캐럿핑크M,R004467000003,동탄1,2020-09-09,2020-09-04 08:42:09,12,12,0,직매입,N,,,,13900,12636,1264,166800,0
19341602,일반,11492986,말랑하니 오가닉속싸개_엘라스틴_그레이도트M,R004467000001,동탄1,2020-09-09,2020-09-04 08:42:09,18,18,0,직매입,N,,,,13900,12636,1264,250200,0
19341602,일반,11492989,말랑하니 오가닉스와들스트랩_엘라스틴_그레이도트,R004467000005,동탄1,2020-09-09,2020-09-04 08:42:09,16,16,0,직매입,N,,,,13900,12636,1264,222400,0
19341602,일반,10451899,말랑하니 속싸개 오리지널 베이지 S,R003451180008,동탄1,2020-09-09,2020-09-04 08:42:09,4,4,0,직매입,N,,,,13500,12273,1227,54000,0
19341602,일반,10451950,말랑하니 속싸개 메쉬 캐럿베이지 S,R003451180014,동탄1,2020-09-09,2020-09-04 08:42:09,10,10,0,직매입,N,,,,13500,12273,1227,135000,0
19341602,일반,11492985,말랑하니 오가닉속싸개_엘라스틴_캐럿핑크S,R004467000006,동탄1,2020-09-09,2020-09-04 08:42:09,16,16,0,직매입,N,,,,13900,12636,1264,222400,0
19341602,일반,11492984,말랑하니 오가닉속싸개_엘라스틴_그레이도트S,R004467000004,동탄1,2020-09-09,2020-09-04 08:42:09,16,16,0,직매입,N,,,,13900,12636,1264,222400,0
19341454,일반,11576523,카키블린 워터매트 촉감놀이 유아장난감,R004626700001,인천4,2020-09-09,2020-09-04 08:42:08,100,100,0,직매입,N,,,,7500,6818,682,750000,0
19341252,일반,8155480,말랑하니 디데이달력 ver.5칸_하늘그레이,R001627180004,대구2,2020-09-09,2020-09-04 08:42:07,10,10,0,직매입,N,,,,6000,5455,545,60000,0
19341252,일반,10451944,말랑하니 속싸개 메쉬 캐럿베이지 M,R003451180015,대구2,2020-09-09,2020-09-04 08:42:07,50,50,0,직매입,N,,,,13500,12273,1227,675000,0
19341252,일반,8155479,말랑하니 디데이달력 ver.5칸_핑크그레이,R001627180003,대구2,2020-09-09,2020-09-04 08:42:07,20,20,0,직매입,N,,,,6000,5455,545,120000,0
19341252,일반,10451899,말랑하니 속싸개 오리지널 베이지 S,R003451180008,대구2,2020-09-09,2020-09-04 08:42:07,4,4,0,직매입,N,,,,13500,12273,1227,54000,0
19341252,일반,10451943,말랑하니 속싸개 메쉬 블루도트 M,R003451180017,대구2,2020-09-09,2020-09-04 08:42:07,50,50,0,직매입,N,,,,13500,12273,1227,675000,0
19341252,일반,10451950,말랑하니 속싸개 메쉬 캐럿베이지 S,R003451180014,대구2,2020-09-09,2020-09-04 08:42:07,6,6,0,직매입,N,,,,13500,12273,1227,81000,0
19341252,일반,10451895,말랑하니 스와들스트랩 오가닉코튼(베이지),R003451180005,대구2,2020-09-09,2020-09-04 08:42:07,20,20,0,직매입,N,,,,13500,12273,1227,270000,0
19341252,일반,10451949,말랑하니 속싸개 메쉬 블루도트 S,R003451180016,대구2,2020-09-09,2020-09-04 08:42:07,22,22,0,직매입,N,,,,13500,12273,1227,297000,0
19341084,일반,11576523,카키블린 워터매트 촉감놀이 유아장난감,R004626700001,덕평1,2020-09-09,2020-09-04 08:42:06,100,100,0,직매입,N,,,,7500,6818,682,750000,0
19158724,일반,11763103,루미레브 하이방석 8cm 캐릭터형_공룡커드_카키 + 동화책,R004669850004,서울,2020-09-02,2020-08-28 19:51:18,2,2,0,직매입,N,,,,21000,19091,1909,42000,0
19158710,일반,11763103,루미레브 하이방석 8cm 캐릭터형_공룡커드_카키 + 동화책,R004669850004,마장1,2020-09-02,2020-08-28 19:51:18,2,2,0,직매입,N,,,,21000,19091,1909,42000,0
19131444,일반,11267174,말랑하니 뒤집으면 꺼지는 타이머 수유등 취침등 신생아수유등 그레이,R004242410001,대구2,2020-09-02,2020-08-28 09:17:40,30,30,0,직매입,N,,,,11900,10818,1082,357000,0
19131444,일반,11230762,말랑하니 뒤집으면 꺼지는 타이머 수유등 취침등 신생아수유등 우드,R004188950001,대구2,2020-09-02,2020-08-28 09:17:40,30,30,0,직매입,N,,,,11900,10818,1082,357000,0
19131229,일반,11763104,루미레브 하이방석 8cm 캐릭터형_토끼루디_핑크 + 동화책,R004669850006,목천1,2020-09-02,2020-08-28 09:17:39,120,120,70,직매입,N,,,,21000,19091,1909,2520000,1470000
19131127,일반,3361293,말랑하니 성장카드,R000786470003,덕평1,2020-09-02,2020-08-28 09:17:38,10,10,0,직매입,N,,,,7100,6455,645,71000,0
19130969,일반,11576523,카키블린 워터매트 촉감놀이 유아장난감,R004626700001,인천4,2020-09-02,2020-08-28 09:17:37,250,250,50,직매입,N,,,,7500,6818,682,1875000,375000
19130789,일반,10451950,말랑하니 속싸개 메쉬 캐럿베이지 S,R003451180014,고양1,2020-09-02,2020-08-28 09:17:36,10,10,0,직매입,N,,,,13500,12273,1227,135000,0
19130789,일반,11492984,말랑하니 오가닉속싸개_엘라스틴_그레이도트S,R004467000004,고양1,2020-09-02,2020-08-28 09:17:36,2,2,0,직매입,N,,,,13900,12636,1264,27800,0
19130789,일반,11492991,말랑하니 오가닉속싸개_메쉬_캐럿베이지L,R004467000002,고양1,2020-09-02,2020-08-28 09:17:36,4,4,0,직매입,N,,,,13900,12636,1264,55600,0
19130789,일반,11492985,말랑하니 오가닉속싸개_엘라스틴_캐럿핑크S,R004467000006,고양1,2020-09-02,2020-08-28 09:17:36,2,2,0,직매입,N,,,,13900,12636,1264,27800,0
19130564,일반,10451899,말랑하니 속싸개 오리지널 베이지 S,R003451180008,동탄1,2020-09-02,2020-08-28 09:17:35,16,16,0,직매입,N,,,,13500,12273,1227,216000,0
19130564,일반,10451895,말랑하니 스와들스트랩 오가닉코튼(베이지),R003451180005,동탄1,2020-09-02,2020-08-28 09:17:35,36,36,0,직매입,N,,,,13500,12273,1227,486000,0
19130564,일반,10451950,말랑하니 속싸개 메쉬 캐럿베이지 S,R003451180014,동탄1,2020-09-02,2020-08-28 09:17:35,46,46,0,직매입,N,,,,13500,12273,1227,621000,0
19130564,일반,10451949,말랑하니 속싸개 메쉬 블루도트 S,R003451180016,동탄1,2020-09-02,2020-08-28 09:17:35,52,52,0,직매입,N,,,,13500,12273,1227,702000,0
19130564,일반,11492984,말랑하니 오가닉속싸개_엘라스틴_그레이도트S,R004467000004,동탄1,2020-09-02,2020-08-28 09:17:35,4,4,0,직매입,N,,,,13900,12636,1264,55600,0
19130564,일반,10451943,말랑하니 속싸개 메쉬 블루도트 M,R003451180017,동탄1,2020-09-02,2020-08-28 09:17:35,50,50,0,직매입,N,,,,13500,12273,1227,675000,0
19130564,일반,10451944,말랑하니 속싸개 메쉬 캐럿베이지 M,R003451180015,동탄1,2020-09-02,2020-08-28 09:17:35,50,50,0,직매입,N,,,,13500,12273,1227,675000,0
19130564,일반,11492986,말랑하니 오가닉속싸개_엘라스틴_그레이도트M,R004467000001,동탄1,2020-09-02,2020-08-28 09:17:35,14,14,0,직매입,N,,,,13900,12636,1264,194600,0
19130564,일반,11492991,말랑하니 오가닉속싸개_메쉬_캐럿베이지L,R004467000002,동탄1,2020-09-02,2020-08-28 09:17:35,4,4,0,직매입,N,,,,13900,12636,1264,55600,0
19130564,일반,11492987,말랑하니 오가닉속싸개_엘라스틴_캐럿핑크M,R004467000003,동탄1,2020-09-02,2020-08-28 09:17:35,38,38,0,직매입,N,,,,13900,12636,1264,528200,0
19130564,일반,11492985,말랑하니 오가닉속싸개_엘라스틴_캐럿핑크S,R004467000006,동탄1,2020-09-02,2020-08-28 09:17:35,4,4,0,직매입,N,,,,13900,12636,1264,55600,0
19130483,일반,11230762,말랑하니 뒤집으면 꺼지는 타이머 수유등 취침등 신생아수유등 우드,R004188950001,동탄1,2020-09-02,2020-08-28 09:17:35,120,120,0,직매입,N,,,,11900,10818,1082,1428000,0
19130302,일반,10451899,말랑하니 속싸개 오리지널 베이지 S,R003451180008,대구2,2020-09-02,2020-08-28 09:17:34,4,4,0,직매입,N,,,,13500,12273,1227,54000,0
19130302,일반,10451895,말랑하니 스와들스트랩 오가닉코튼(베이지),R003451180005,대구2,2020-09-02,2020-08-28 09:17:34,12,12,0,직매입,N,,,,13500,12273,1227,162000,0
19130302,일반,10451950,말랑하니 속싸개 메쉬 캐럿베이지 S,R003451180014,대구2,2020-09-02,2020-08-28 09:17:34,16,16,0,직매입,N,,,,13500,12273,1227,216000,0
19130302,일반,11492984,말랑하니 오가닉속싸개_엘라스틴_그레이도트S,R004467000004,대구2,2020-09-02,2020-08-28 09:17:34,4,4,0,직매입,N,,,,13900,12636,1264,55600,0
19130302,일반,10451943,말랑하니 속싸개 메쉬 블루도트 M,R003451180017,대구2,2020-09-02,2020-08-28 09:17:34,50,50,0,직매입,N,,,,13500,12273,1227,675000,0
19130302,일반,11492991,말랑하니 오가닉속싸개_메쉬_캐럿베이지L,R004467000002,대구2,2020-09-02,2020-08-28 09:17:34,2,2,0,직매입,N,,,,13900,12636,1264,27800,0
19130302,일반,11492985,말랑하니 오가닉속싸개_엘라스틴_캐럿핑크S,R004467000006,대구2,2020-09-02,2020-08-28 09:17:34,4,4,0,직매입,N,,,,13900,12636,1264,55600,0
19130214,일반,3361293,말랑하니 성장카드,R000786470003,인천4,2020-09-02,2020-08-28 09:17:33,10,10,0,직매입,N,,,,7100,6455,645,71000,0
19130062,일반,11576523,카키블린 워터매트 촉감놀이 유아장난감,R004626700001,덕평1,2020-09-02,2020-08-28 09:17:33,150,150,0,직매입,N,,,,7500,6818,682,1125000,0
19130003,일반,11576523,카키블린 워터매트 촉감놀이 유아장난감,R004626700001,고양1,2020-09-02,2020-08-28 09:17:32,150,150,50,직매입,N,,,,7500,6818,682,1125000,375000
19129819,일반,8155479,말랑하니 디데이달력 ver.5칸_핑크그레이,R001627180003,서울,2020-09-02,2020-08-28 09:17:31,10,10,0,직매입,N,,,,6000,5455,545,60000,0
19129819,일반,10451895,말랑하니 스와들스트랩 오가닉코튼(베이지),R003451180005,서울,2020-09-02,2020-08-28 09:17:31,12,12,0,직매입,N,,,,13500,12273,1227,162000,0
19129819,일반,10451950,말랑하니 속싸개 메쉬 캐럿베이지 S,R003451180014,서울,2020-09-02,2020-08-28 09:17:31,18,18,0,직매입,N,,,,13500,12273,1227,243000,0
19129819,일반,10451949,말랑하니 속싸개 메쉬 블루도트 S,R003451180016,서울,2020-09-02,2020-08-28 09:17:31,20,20,0,직매입,N,,,,13500,12273,1227,270000,0
19129819,일반,11492985,말랑하니 오가닉속싸개_엘라스틴_캐럿핑크S,R004467000006,서울,2020-09-02,2020-08-28 09:17:31,2,2,0,직매입,N,,,,13900,12636,1264,27800,0
19129700,일반,11576523,카키블린 워터매트 촉감놀이 유아장난감,R004626700001,동탄1,2020-09-02,2020-08-28 09:17:31,200,200,0,직매입,N,,,,7500,6818,682,1500000,0
19129492,일반,8155479,말랑하니 디데이달력 ver.5칸_핑크그레이,R001627180003,인천4,2020-09-02,2020-08-28 09:17:29,20,20,0,직매입,N,,,,6000,5455,545,120000,0
19129492,일반,10451899,말랑하니 속싸개 오리지널 베이지 S,R003451180008,인천4,2020-09-02,2020-08-28 09:17:29,8,8,0,직매입,N,,,,13500,12273,1227,108000,0
19129492,일반,10451895,말랑하니 스와들스트랩 오가닉코튼(베이지),R003451180005,인천4,2020-09-02,2020-08-28 09:17:29,32,32,0,직매입,N,,,,13500,12273,1227,432000,0
19129492,일반,10451950,말랑하니 속싸개 메쉬 캐럿베이지 S,R003451180014,인천4,2020-09-02,2020-08-28 09:17:29,32,32,0,직매입,N,,,,13500,12273,1227,432000,0
19129492,일반,8155480,말랑하니 디데이달력 ver.5칸_하늘그레이,R001627180004,인천4,2020-09-02,2020-08-28 09:17:29,20,20,0,직매입,N,,,,6000,5455,545,120000,0
19129492,일반,10451949,말랑하니 속싸개 메쉬 블루도트 S,R003451180016,인천4,2020-09-02,2020-08-28 09:17:29,34,34,0,직매입,N,,,,13500,12273,1227,459000,0
